"","Username","Post","Time","Date","Time1","Hour"
"1506",122,"Don't even have ippt. Optional.
What do you think?","03-08-2017, 09:21 PM",2017-08-03,"09:21 PM",9
"1507",181,"I zoom in see...think is her bra","03-08-2017, 09:21 PM",2017-08-03,"09:21 PM",9
"1508",402,"actually that's how the aussie pronounce it.","03-08-2017, 09:21 PM",2017-08-03,"09:21 PM",9
"1509",176,"i feel bad for felicia ...","03-08-2017, 09:21 PM",2017-08-03,"09:21 PM",9
"1510",41,"Desmond smart sia ... if me i also will choose Paige ","03-08-2017, 09:22 PM",2017-08-03,"09:22 PM",9
"1511",440,"he was staying at elvin's house cos closer to camp","03-08-2017, 09:22 PM",2017-08-03,"09:22 PM",9
"1512",134,"before or after this scene? HD verhttps://fat.gfycat.com/SatisfiedZigz...hiteshark.webm","03-08-2017, 09:22 PM",2017-08-03,"09:22 PM",9
"1513",44,"Lol, light bulb at the very best","03-08-2017, 09:22 PM",2017-08-03,"09:22 PM",9
"1514",478,"Felicia quite cute leh...why you all scold until her ancestors cannot reincarnate","03-08-2017, 09:22 PM",2017-08-03,"09:22 PM",9
"1515",279,"nb why they no show bui bu.... Lol","03-08-2017, 09:22 PM",2017-08-03,"09:22 PM",9
"1516",122,"Ho seh la.
He can 3p them.","03-08-2017, 09:22 PM",2017-08-03,"09:22 PM",9
"1517",409,"
Can someone enlarge and screenshot to confirm?","03-08-2017, 09:22 PM",2017-08-03,"09:22 PM",9
"1518",181,"Knn..jitao sian...felicia follow along","03-08-2017, 09:22 PM",2017-08-03,"09:22 PM",9
"1519",122,"Your taste is soooo special.","03-08-2017, 09:23 PM",2017-08-03,"09:23 PM",9
"1520",402,"do you know how far the camp is from civilization? ","03-08-2017, 09:23 PM",2017-08-03,"09:23 PM",9
"1521",440,"haha lightbulb","03-08-2017, 09:24 PM",2017-08-03,"09:24 PM",9
"1522",41,"Knn ... Felicia the monkey come kaypo ","03-08-2017, 09:24 PM",2017-08-03,"09:24 PM",9
"1523",371,"Desmond smart sia ... if me i also will choose Paige  
Yes me too!","03-08-2017, 09:24 PM",2017-08-03,"09:24 PM",9
"1524",466,"Its her bra la, nude colour de","03-08-2017, 09:24 PM",2017-08-03,"09:24 PM",9
"1525",263,"Yes me three!","03-08-2017, 09:24 PM",2017-08-03,"09:24 PM",9
"1526",5,"mixin and felicia most pretty ","03-08-2017, 09:24 PM",2017-08-03,"09:24 PM",9
"1527",44,"do you know how far the camp is from civilization?  Is far, so u can always book out and feel reluctant to book back in. Awol can liao. I hate it when order delivery need damn big capital before they come.come liao still cold.","03-08-2017, 09:25 PM",2017-08-03,"09:25 PM",9
"1528",402,"best camp during my time. very very new.  not like 46SAR. super lok cok.","03-08-2017, 09:25 PM",2017-08-03,"09:25 PM",9
"1529",440,"someone here her anti-fan rah.. just plan to keep doing it for the whole show.. ","03-08-2017, 09:25 PM",2017-08-03,"09:25 PM",9
"1530",134,"https://fat.gfycat.com/WellinformedF...ingHornet.webm","03-08-2017, 09:25 PM",2017-08-03,"09:25 PM",9
"1531",432,"do you know how far the camp is from civilization?  I don't even know where that camp is ","03-08-2017, 09:26 PM",2017-08-03,"09:26 PM",9
"1532",313,"This is why we order in bulk. Usually my bros staying in same bunk will go order. Now quite fast already cos of the high demand One thing I don't like is taxi drivers are very reluctant to come here","03-08-2017, 09:26 PM",2017-08-03,"09:26 PM",9
"1533",122,"
Her underwear.
Cannot be blah wear until so high.","03-08-2017, 09:26 PM",2017-08-03,"09:26 PM",9
"1534",402,"and my time the mrt don't connect from yishun to CCK.  booking in need about 2 hr bus journey. ","03-08-2017, 09:26 PM",2017-08-03,"09:26 PM",9
"1535",409,"Fapfapfap","03-08-2017, 09:27 PM",2017-08-03,"09:27 PM",9
"1536",44,"Near lim chu kang but further in","03-08-2017, 09:27 PM",2017-08-03,"09:27 PM",9
"1537",440,"hahah desmond very busy ","03-08-2017, 09:27 PM",2017-08-03,"09:27 PM",9
"1538",313,"46 I think by now decomissioned already. Not sure about now. Now 48 most satki cos of their Leopards. Their training facilities just got built in recent years","03-08-2017, 09:27 PM",2017-08-03,"09:27 PM",9
"1539",42,"Looks more like a tube bra.","03-08-2017, 09:28 PM",2017-08-03,"09:28 PM",9
"1540",402,"almost the end of LCK rd. but Area D is beautiful. many unique wild animals.","03-08-2017, 09:28 PM",2017-08-03,"09:28 PM",9
"1541",41,"Paige sad sia  ...","03-08-2017, 09:28 PM",2017-08-03,"09:28 PM",9
"1542",403,"like tat also can see","03-08-2017, 09:28 PM",2017-08-03,"09:28 PM",9
"1543",44,"Jealous lai liao","03-08-2017, 09:29 PM",2017-08-03,"09:29 PM",9
"1544",279,"i like chio bu also but it is not the case I saw some unit got bui bu and every good life. Nb","03-08-2017, 09:29 PM",2017-08-03,"09:29 PM",9
"1545",181,"Knn...if im desmond, i will be damn dulan","03-08-2017, 09:29 PM",2017-08-03,"09:29 PM",9
"1546",42,"Paige jealous liao.","03-08-2017, 09:29 PM",2017-08-03,"09:29 PM",9
"1547",403,"paige is moi! moi ! moi ! moi!","03-08-2017, 09:29 PM",2017-08-03,"09:29 PM",9
"1548",344,"Translate ghost story please","03-08-2017, 09:29 PM",2017-08-03,"09:29 PM",9
"1549",181,"She like demond meh???","03-08-2017, 09:30 PM",2017-08-03,"09:30 PM",9
"1550",41,"Desmond damn cb, wan to eat 2 side 
Gey siao act dunno ","03-08-2017, 09:30 PM",2017-08-03,"09:30 PM",9
"1551",134,"","03-08-2017, 09:30 PM",2017-08-03,"09:30 PM",9
"1552",432,"tengah air Base that area?","03-08-2017, 09:30 PM",2017-08-03,"09:30 PM",9
"1553",353,"Quite boring this show.....","03-08-2017, 09:31 PM",2017-08-03,"09:31 PM",9
"1554",371,"I think so... but she still loves her dead ex bf...","03-08-2017, 09:31 PM",2017-08-03,"09:31 PM",9
"1555",176,"i also choose paige ","03-08-2017, 09:31 PM",2017-08-03,"09:31 PM",9
"1556",402,"yap. the new camps over at the home team area is very nice and new. and nearer to civilization.  at gedong, at least 4 camps shared bus 175 (if I don't remember wrongly). those at 4SIR, 2nd guards all not place to get up.","03-08-2017, 09:31 PM",2017-08-03,"09:31 PM",9
"1557",440,"bring one third wheel so effective immediately jealous ","03-08-2017, 09:31 PM",2017-08-03,"09:31 PM",9
"1558",263,"Last time area D opp the blocks there got nice char Kway Teow.  Don't know where now.","03-08-2017, 09:31 PM",2017-08-03,"09:31 PM",9
"1559",42,"Yah. Is like she don't really like Desmond but she also bo song Felicia keep hanging around him.","03-08-2017, 09:31 PM",2017-08-03,"09:31 PM",9
"1560",402,"much deeper than tengah AB. can google","03-08-2017, 09:32 PM",2017-08-03,"09:32 PM",9
"1561",402,"much deeper than tengah AB. can google","03-08-2017, 09:32 PM",2017-08-03,"09:32 PM",9
"1562",81,"So he is the 'roger that'","03-08-2017, 09:32 PM",2017-08-03,"09:32 PM",9
"1563",313,"https://www.google.com.sg/maps/place....6989222?hl=en You won't be able to see using Google Streetview because the Google car did not went into the road, and it's kinda restricted area also","03-08-2017, 09:32 PM",2017-08-03,"09:32 PM",9
"1564",61,"Lucky Paige's bf die Liao. Otherwise might drug her and send her to sleep with some businessmen.","03-08-2017, 09:32 PM",2017-08-03,"09:32 PM",9
"1565",279,"So this type of show must put chio bu else nobody will watch..... Lol","03-08-2017, 09:32 PM",2017-08-03,"09:32 PM",9
"1566",122,"Where is the actions?","03-08-2017, 09:32 PM",2017-08-03,"09:32 PM",9
"1567",305,"Looking forward to the ippt at maju camp","03-08-2017, 09:32 PM",2017-08-03,"09:32 PM",9
"1568",402,"yup. the zi char also not bad one.  the playground also very old sch type","03-08-2017, 09:33 PM",2017-08-03,"09:33 PM",9
"1569",263,"Ah Sia gia damn shiok la...","03-08-2017, 09:33 PM",2017-08-03,"09:33 PM",9
"1570",313,"Bus 975 There is only 1 bus that goes into that deep area.","03-08-2017, 09:33 PM",2017-08-03,"09:33 PM",9
"1571",42,"You still stuck in Dakota ah? ","03-08-2017, 09:33 PM",2017-08-03,"09:33 PM",9
"1572",440,"later ippt scene ","03-08-2017, 09:34 PM",2017-08-03,"09:34 PM",9
"1573",122,"I feel so lucky.
Able to MR before NS 50.","03-08-2017, 09:35 PM",2017-08-03,"09:35 PM",9
"1574",211,"Smlj y show civilian life?","03-08-2017, 09:35 PM",2017-08-03,"09:35 PM",9
"1575",402,"cannot remember liao that was like 20+ yrs ago.","03-08-2017, 09:35 PM",2017-08-03,"09:35 PM",9
"1576",432,"Thanks. 
Omg! So far the  from civilization","03-08-2017, 09:36 PM",2017-08-03,"09:36 PM",9
"1577",61,"You still stuck in Dakota ah?  Boh Bian. I uncle mah. Still cannot accept Dakota gone Liao. Hahahaha Btw dunno why they get this AT guy act as a military guy. Mediacock really can't find better calefa ah? Or this guy accepted $50 per day like what they try to offer Jin Yin Ji?","03-08-2017, 09:37 PM",2017-08-03,"09:37 PM",9
"1578",300,"Felicia Chin VS Paige Chua
choose one","03-08-2017, 09:38 PM",2017-08-03,"09:38 PM",9
"1579",371,"I think later you all will root for Felicia to be with Des... because Paige will do smth quite stupid... she cannot control her heart, her memory of the lost love... 
Felicia is always 无怨无悔, doing things for Des...
Rejected already... still hang around... to be the spare tyre...
Paige is being loved by 3 guys... 1 dead... 2 alive...
Dont know why scriptwriters dont want to give Felicia another love interest...","03-08-2017, 09:38 PM",2017-08-03,"09:38 PM",9
"1580",313,"I think one thing that don't change about Gedong is the area, and maybe that big tank at the main gate. Other than that the guardhouse change liao","03-08-2017, 09:39 PM",2017-08-03,"09:39 PM",9
"1581",402,"I remember my first day going into this camp for my bmt. I was sitting at the tailgate of the 3 tonner and I was telling myself how am I going to book out. lucky co very welfare. during bmt, he indent tonners for all recruits.  after bmt, you are on your own.","03-08-2017, 09:39 PM",2017-08-03,"09:39 PM",9
"1582",181,"The PA i thought is melody low sia","03-08-2017, 09:39 PM",2017-08-03,"09:39 PM",9
"1583",211,"Cmf kena scam","03-08-2017, 09:40 PM",2017-08-03,"09:40 PM",9
"1584",440,"pierre dating summer ar","03-08-2017, 09:40 PM",2017-08-03,"09:40 PM",9
"1585",313,"Closest to civilization is the urban training area... got fake shophouses and bus stops and all. And they are actually quite instagram-worthy lol","03-08-2017, 09:40 PM",2017-08-03,"09:40 PM",9
"1586",371,"Of course...  you think SG ns men will watch just to look at army guys meh...
Def need female eye candies mah...
Yin to offset the yang...","03-08-2017, 09:40 PM",2017-08-03,"09:40 PM",9
"1587",478,"Felicia in her prime stomps Paige","03-08-2017, 09:40 PM",2017-08-03,"09:40 PM",9
"1588",313,"Pierre really cannot prioritize","03-08-2017, 09:41 PM",2017-08-03,"09:41 PM",9
"1589",402,"that one changed liao. the SM1 has been replaced my Leo2. I when back few months ago when I was driving along LCK rd. ","03-08-2017, 09:41 PM",2017-08-03,"09:41 PM",9
"1590",403,"robert, carrot head... chop chop cop  and the gal is so fugly , pier still wan","03-08-2017, 09:41 PM",2017-08-03,"09:41 PM",9
"1591",331,"last time always do guard duty in the container along old LCK road. The feel when your freedom is just 1 feet away. During weekends,the feel when you see cars passed by.","03-08-2017, 09:41 PM",2017-08-03,"09:41 PM",9
"1592",41,"huh smlj !?!
5k nia wan to kill ppl riao ? ","03-08-2017, 09:41 PM",2017-08-03,"09:41 PM",9
"1593",263,"The gal not even pretty leh","03-08-2017, 09:41 PM",2017-08-03,"09:41 PM",9
"1594",211,"6k sioooo rich","03-08-2017, 09:41 PM",2017-08-03,"09:41 PM",9
"1595",42,"Wah really rich. Wallet so much money.","03-08-2017, 09:41 PM",2017-08-03,"09:41 PM",9
"1596",428,"Satki man... so much money in the wallet","03-08-2017, 09:41 PM",2017-08-03,"09:41 PM",9
"1597",257,"Knn . 6 $1000 note also don't know how to count ?","03-08-2017, 09:41 PM",2017-08-03,"09:41 PM",9
"1598",181,"But felicia face....hard for us to root leh","03-08-2017, 09:41 PM",2017-08-03,"09:41 PM",9
"1599",313,"He was actually talking about plus-sized ladies, which he has been harping on in this forum since forever.","03-08-2017, 09:42 PM",2017-08-03,"09:42 PM",9
"1600",409,"Ippt liao hahhaa","03-08-2017, 09:42 PM",2017-08-03,"09:42 PM",9
"1601",42,"Who's the other one? Don't tell me Zheng Geping!?","03-08-2017, 09:42 PM",2017-08-03,"09:42 PM",9
"1602",409,"Hahahaha Desmond is cdo standard sia","03-08-2017, 09:43 PM",2017-08-03,"09:43 PM",9
"1603",402,"that place is called Neo Tiew market.","03-08-2017, 09:43 PM",2017-08-03,"09:43 PM",9
"1604",313,"that one changed liao. the SM1 has been replaced my Leo2. I when back few months ago when I was driving along LCK rd.  Went there a few months ago for ICT. Didn't really have time to explore because of ATEC Stage 2","03-08-2017, 09:43 PM",2017-08-03,"09:43 PM",9
"1605",313,"Got new one already, Neo Tiew market was off-limits to us","03-08-2017, 09:44 PM",2017-08-03,"09:44 PM",9
"1606",181,"Wah.now use machine liao sia","03-08-2017, 09:44 PM",2017-08-03,"09:44 PM",9
"1607",445,"This army show huai never show topless bods and guys showering together","03-08-2017, 09:44 PM",2017-08-03,"09:44 PM",9
"1608",122,"Geh sportted","03-08-2017, 09:45 PM",2017-08-03,"09:45 PM",9
"1609",409,"Who got screenshot loke jun guang ic number???","03-08-2017, 09:45 PM",2017-08-03,"09:45 PM",9
"1610",403,"hehehehehe","03-08-2017, 09:45 PM",2017-08-03,"09:45 PM",9
"1611",466,"Oh my remind me of my rt at maju lol","03-08-2017, 09:45 PM",2017-08-03,"09:45 PM",9
"1612",463,"haha MAJU camp. i took IPPT just now. all manual one leh. where got automated","03-08-2017, 09:46 PM",2017-08-03,"09:46 PM",9
"1613",211,"Leave no man behind","03-08-2017, 09:46 PM",2017-08-03,"09:46 PM",9
"1614",402,"is it? this place brings back a lot of memory.","03-08-2017, 09:46 PM",2017-08-03,"09:46 PM",9
"1615",432,"Not open to public right","03-08-2017, 09:47 PM",2017-08-03,"09:47 PM",9
"1616",181,"Goimg to take ippt this sat!!!","03-08-2017, 09:47 PM",2017-08-03,"09:47 PM",9
"1617",402,"is the armour museum still around?","03-08-2017, 09:47 PM",2017-08-03,"09:47 PM",9
"1618",34,"Wah sibeh propaganda","03-08-2017, 09:47 PM",2017-08-03,"09:47 PM",9
"1619",122,"This desmond sb gien png. $500 only.
Praise SAF like his fairy godfather","03-08-2017, 09:47 PM",2017-08-03,"09:47 PM",9
"1620",371,"Oh... not zgp lah. He is on kym's storyline...
The 3rd guy is quite delicious looking actually... Paige's character wld be unwittingly and strangely drawn to this 3rd guy... 
What will the 3rd guy do to Paige's heart?
How will Des react to Paige's sudden change of heart? 
Watch on... 
But i have to say, rem to watch ep 4, 5, 6, 7, 9 for Paige and Des... they have so little precious screen time together! 
I suspect drama will start from episode 10 onwards until...maybe episode 18 then we may get the beautiful ending... then epi 19 and 20 wld be back to epi 1's storyline...terrorist scenes...","03-08-2017, 09:47 PM",2017-08-03,"09:47 PM",9
"1621",211,"Test drive nia Ahaha","03-08-2017, 09:48 PM",2017-08-03,"09:48 PM",9
"1622",98,"Why run indoor so good one?","03-08-2017, 09:49 PM",2017-08-03,"09:49 PM",9
"1623",313,"Yeah, that one was built also recently, that's why I said it was instagram-worthy lol","03-08-2017, 09:49 PM",2017-08-03,"09:49 PM",9
"1624",298,"In this show, the only person see liao won't curse his or her entire ancestor lineage one is Desmond tan","03-08-2017, 09:49 PM",2017-08-03,"09:49 PM",9
"1625",313,"Nope, that one is army training area","03-08-2017, 09:50 PM",2017-08-03,"09:50 PM",9
"1626",305,"","03-08-2017, 09:50 PM",2017-08-03,"09:50 PM",9
"1627",313,"Dunno leh I never go check","03-08-2017, 09:50 PM",2017-08-03,"09:50 PM",9
"1628",371,"Actually kym's character is quite funny leh...","03-08-2017, 09:50 PM",2017-08-03,"09:50 PM",9
"1629",355,"Heavy vehicle carpark. Would have preferred out on the tracks.","03-08-2017, 09:50 PM",2017-08-03,"09:50 PM",9
"1630",263,"Where is the Maju chio SYT? 😳 Never show her face....","03-08-2017, 09:50 PM",2017-08-03,"09:50 PM",9
"1631",122,"He kana brainwashed by SAF gao gao already.","03-08-2017, 09:51 PM",2017-08-03,"09:51 PM",9
"1632",91,"Kranji camp 2 IPPT is run in the mscp.","03-08-2017, 09:51 PM",2017-08-03,"09:51 PM",9
"1633",181,"Felicia like glue stick to desmond liao","03-08-2017, 09:51 PM",2017-08-03,"09:51 PM",9
"1634",110,"Ya lo. MediaCorp drama sibei wayang. That's is why HK drama, Korean drama aren't more enjoyable. No sell advertisement and cliche brainwash dialogue","03-08-2017, 09:51 PM",2017-08-03,"09:51 PM",9
"1635",298,"i see her face I will use it as spitton","03-08-2017, 09:52 PM",2017-08-03,"09:52 PM",9
"1636",5,"a long walk along path to sungei gedong is quite sian one so we always take taxi in ","03-08-2017, 09:52 PM",2017-08-03,"09:52 PM",9
"1637",354,"Siang si summer","03-08-2017, 09:52 PM",2017-08-03,"09:52 PM",9
"1638",181,"Desmond in the end with felicia???","03-08-2017, 09:52 PM",2017-08-03,"09:52 PM",9
"1639",440,"summer ish the girl pierre picked up at the pub","03-08-2017, 09:52 PM",2017-08-03,"09:52 PM",9
"1640",298,"the way he call PP the full name very NS style lol","03-08-2017, 09:52 PM",2017-08-03,"09:52 PM",9
"1641",432,"Tbh, her acting not bad","03-08-2017, 09:53 PM",2017-08-03,"09:53 PM",9
"1642",440,"""my friend""... ","03-08-2017, 09:54 PM",2017-08-03,"09:54 PM",9
"1643",181,"Desmomd also quite chek ark..but i like!","03-08-2017, 09:54 PM",2017-08-03,"09:54 PM",9
"1644",305,"","03-08-2017, 09:55 PM",2017-08-03,"09:55 PM",9
"1645",181,"Wah...glass heart broken","03-08-2017, 09:55 PM",2017-08-03,"09:55 PM",9
"1646",432,"Gg","03-08-2017, 09:55 PM",2017-08-03,"09:55 PM",9
"1647",211,"Wa lau fake dating","03-08-2017, 09:55 PM",2017-08-03,"09:55 PM",9
"1648",403," chao desmond, paige dun like u","03-08-2017, 09:55 PM",2017-08-03,"09:55 PM",9
"1649",301,"This Felicia very annoying and thicked skin k","03-08-2017, 09:55 PM",2017-08-03,"09:55 PM",9
"1650",298,"That,PP test,drive car need pay 6k","03-08-2017, 09:56 PM",2017-08-03,"09:56 PM",9
"1651",181,"Felcia chin ia reallk freaking ugly","03-08-2017, 09:56 PM",2017-08-03,"09:56 PM",9
"1652",305,"Desmond made the right choice!!","03-08-2017, 09:56 PM",2017-08-03,"09:56 PM",9
"1653",463,"i will choose felicia over paige.","03-08-2017, 09:56 PM",2017-08-03,"09:56 PM",9
"1654",41,"Felicia tio leeject riao ","03-08-2017, 09:56 PM",2017-08-03,"09:56 PM",9
"1655",263,"#suddenlyiamteamfelicia","03-08-2017, 09:56 PM",2017-08-03,"09:56 PM",9
"1656",181,"Why paige dont bother to explain???","03-08-2017, 09:56 PM",2017-08-03,"09:56 PM",9
"1657",211,"Emo sia lala","03-08-2017, 09:56 PM",2017-08-03,"09:56 PM",9
"1658",257,"Can we have piak piak scene","03-08-2017, 09:56 PM",2017-08-03,"09:56 PM",9
"1659",432,"Later tio 1 tight slap?","03-08-2017, 09:56 PM",2017-08-03,"09:56 PM",9
"1660",402,"a long walk along path to sungei gedong is quite sian one so we always take taxi in  esp 7th month got the feel right? ","03-08-2017, 09:57 PM",2017-08-03,"09:57 PM",9
"1661",181,"#foreverteampaige","03-08-2017, 09:57 PM",2017-08-03,"09:57 PM",9
"1662",403," nabei, he kiss moi paige","03-08-2017, 09:57 PM",2017-08-03,"09:57 PM",9
"1663",211,"Kiss liao ","03-08-2017, 09:57 PM",2017-08-03,"09:57 PM",9
"1664",466,"Wow.... like a boss","03-08-2017, 09:57 PM",2017-08-03,"09:57 PM",9
"1665",305,"","03-08-2017, 09:58 PM",2017-08-03,"09:58 PM",9
"1666",41,"still so little army scene in this epi ","03-08-2017, 09:58 PM",2017-08-03,"09:58 PM",9
"1667",6,"indeed annoying. but even with her annoying monkey face, this show beats bui en prev show by miles.","03-08-2017, 09:58 PM",2017-08-03,"09:58 PM",9
"1668",344,"Ta Ma De..really a lot of love love. Think this is Descendants of the sun meh.. This is sinkie land.","03-08-2017, 09:58 PM",2017-08-03,"09:58 PM",9
"1669",5,"probably stunned like vegetable","03-08-2017, 09:59 PM",2017-08-03,"09:59 PM",9
"1670",440,"this show has more love scenes than army scenes.. ","03-08-2017, 09:59 PM",2017-08-03,"09:59 PM",9
"1671",211,"Knn military or civilian drama?","03-08-2017, 09:59 PM",2017-08-03,"09:59 PM",9
"1672",371,"No lah, you later watch the rolling credits video... there is one last scene in the end where Paige and Des walking along sg river near cavenagh bridge separately... both crying... i think they broke up momentarily...
Probably desmond wanted to propose to her but she still cannot move on from ""roger that"" dead ex bf...
Then the very last scene in the video, paige was crying and hugged desmond... so i guessed they reconciled in the end...
Otherwise, in epi 1, paige wouldnt call desmond and told him she was on her way home after seeing the doc for her injured knee or leg? （This scene is actually the future scene... what we are watching now is probably 1 year before terrorist scenes in epi 1.）Then both sweetly asked each other to be careful... im guessing they reconciled right before the terrorist scenes... 
Paige also said in 933 radio interview, she and desmond will have happy ending after twists and turns... im guessing felicia probably almost shaken Desmond's heart too...","03-08-2017, 09:59 PM",2017-08-03,"09:59 PM",9
"1673",91,"He did ask for the change of $500. ","03-08-2017, 09:59 PM",2017-08-03,"09:59 PM",9
"1674",313,"The earthquake scene is where one?","03-08-2017, 10:00 PM",2017-08-03,"10:00 PM",10
"1675",5,"esp 7th month got the feel right?  not really actually because there's always a stream of people booking in and out unless weekends and public holidays","03-08-2017, 10:00 PM",2017-08-03,"10:00 PM",10
"1676",305,"So fast reservist again??","03-08-2017, 10:00 PM",2017-08-03,"10:00 PM",10
"1677",354,"Too much love scenes","03-08-2017, 10:00 PM",2017-08-03,"10:00 PM",10
"1678",440,"tomolo romeo meixin kiss scene ish it..","03-08-2017, 10:01 PM",2017-08-03,"10:01 PM",10
"1679",375,"Wa why SG will have earthquake? Or is it terrorist bomb ","03-08-2017, 10:01 PM",2017-08-03,"10:01 PM",10
"1680",313,"And don't forget there will be traffic jam if some goondu guardcomm decides to do a turnout but go lock the gate until the turnout finish","03-08-2017, 10:01 PM",2017-08-03,"10:01 PM",10
"1681",371,"Not enough! 20 episodes only! 
About 10 characters... how to be enough?
Def not too much!","03-08-2017, 10:01 PM",2017-08-03,"10:01 PM",10
"1682",344,"Ta Ma De..really a lot of love love. Think this is Descendants of the sun meh.. This is sinkie land. The love story no development leading to the love one. Like how they first met all these. Suddenly love and kiss liao.","03-08-2017, 10:01 PM",2017-08-03,"10:01 PM",10
"1683",41,"knn keep promoting the show with army scene
episode trailers with army scenes also
real product 20% army, 80% bs luv story ","03-08-2017, 10:01 PM",2017-08-03,"10:01 PM",10
"1684",402,"not sure about now but back then, the trees cover up the street lamps making the rd very dark. and the trees give you that eerie feeling.","03-08-2017, 10:02 PM",2017-08-03,"10:02 PM",10
"1685",440,"wah lau if u watch using toggle premium, post using spoilers tag rah....","03-08-2017, 10:02 PM",2017-08-03,"10:02 PM",10
"1686",371,"One of the better kissing scenes in MediaCorp dramas in recent years... hahaha...","03-08-2017, 10:02 PM",2017-08-03,"10:02 PM",10
"1687",5,"luckily i never kena that before ","03-08-2017, 10:02 PM",2017-08-03,"10:02 PM",10
"1688",440,"knn keep promoting the show with army scene episode trailers with army scenes also real product 20% army, 80% bs luv story  i also notice ","03-08-2017, 10:03 PM",2017-08-03,"10:03 PM",10
"1689",402,"guard turnout is 10 pm mah. we always try to skip book in during this time.","03-08-2017, 10:03 PM",2017-08-03,"10:03 PM",10
"1690",371,"No choice...
I think they cut a lot of scenes...
Only 20 episodes... so not much screen time for full development
I think if you edit out the scenes of paige, des, felicia, james... their love entanglement probably can only last 10 episodes worth of drama...
Desmond has the longest screen time in the drama... he is in almost every episode... some episodes... barely see paige and felicia...","03-08-2017, 10:04 PM",2017-08-03,"10:04 PM",10
"1691",313,"Now the turnout don't see what time one... but usually is before 10 Only siao lang turns out before 10 lol","03-08-2017, 10:05 PM",2017-08-03,"10:05 PM",10
"1692",371,"wah lau if u watch using toggle premium, post using spoilers tag rah.... No lah some of it i guessed one...based on their promotion interviews","03-08-2017, 10:05 PM",2017-08-03,"10:05 PM",10
"1693",375,"Today episode boring...almost half of it are dating scenes again. Even the ippt part also not very nice.","03-08-2017, 10:05 PM",2017-08-03,"10:05 PM",10
"1694",305,"knn keep promoting the show with army scene
episode trailers with army scenes also
real product 20% army, 80% bs luv story  ","03-08-2017, 10:05 PM",2017-08-03,"10:05 PM",10
"1695",440,"3 rah... still got kym and the father and maybe pierre","03-08-2017, 10:06 PM",2017-08-03,"10:06 PM",10
"1696",371,"You are right! But zgp married in the drama lah.
So confirm pierre ended up with kym...","03-08-2017, 10:08 PM",2017-08-03,"10:08 PM",10
"1697",301,"tomolo romeo meixin kiss scene ish it.. The 正宫（Elvin) will angry not ?  Romeo go home will kneel durian?","03-08-2017, 10:09 PM",2017-08-03,"10:09 PM",10
"1698",371,"She and shane delivered their lines most naturally... i reckon...
Worst execution of lines is the airforce couple... no choice. They are newbies..","03-08-2017, 10:10 PM",2017-08-03,"10:10 PM",10
"1699",371,"Really together meh? 
I really hope they are just bffs...","03-08-2017, 10:12 PM",2017-08-03,"10:12 PM",10
"1700",306,"gedong emart good mah!!! got ah lian","03-08-2017, 10:13 PM",2017-08-03,"10:13 PM",10
"1701",200,"Anyone know the OST when des and Paige kiss?","03-08-2017, 10:13 PM",2017-08-03,"10:13 PM",10
"1702",301,"Hahhahaha bff","03-08-2017, 10:15 PM",2017-08-03,"10:15 PM",10
"1703",375,"Oh the earthquake was at overseas. Dunno why I thought in SG. Sia la so fast next ICT liao sio","03-08-2017, 10:15 PM",2017-08-03,"10:15 PM",10
"1704",371,"以为的以为
By zheng ke wei and her husband alfred sim?","03-08-2017, 10:16 PM",2017-08-03,"10:16 PM",10
"1705",6,"all the rumours circulating online and published truth that they are staying together. you really think they are only friends? ","03-08-2017, 10:17 PM",2017-08-03,"10:17 PM",10
"1706",371,"Im also curious...
For reservist ICT, how often is it?
Why desmond keeps going one?","03-08-2017, 10:17 PM",2017-08-03,"10:17 PM",10
"1707",305,"","03-08-2017, 10:17 PM",2017-08-03,"10:17 PM",10
"1708",375,"You not Sinkie? ICT usually is once a year...total 10 cycles.","03-08-2017, 10:18 PM",2017-08-03,"10:18 PM",10
"1709",371,"all the rumours circulating online and published truth that they are staying together. you really think they are only friends?  They are quite good quality sg guys...
If rumours are true, very 可惜...","03-08-2017, 10:18 PM",2017-08-03,"10:18 PM",10
"1710",305,"","03-08-2017, 10:18 PM",2017-08-03,"10:18 PM",10
"1711",181," huh??? pierre with kym??!!!! omigod  I rather he choose summer","03-08-2017, 10:24 PM",2017-08-03,"10:24 PM",10
"1712",250,"No thanks!","03-08-2017, 10:26 PM",2017-08-03,"10:26 PM",10
"1713",371,"Confirmed lah.
The merry go round scene...
Im also not convinced with pierre's character...
So womanising then suddenly loves a milf with a 20 yr old son...?
Wont be loyal for long!","03-08-2017, 10:26 PM",2017-08-03,"10:26 PM",10
"1714",200,"Thank you, should be ah but I dont think they have the song on YouTube as I cant seem to find it ","03-08-2017, 10:26 PM",2017-08-03,"10:26 PM",10
"1715",371,"Thank you, should be ah but I don’t think they have the song on YouTube as I can’t seem to find it  I think havent launched yet...
But did you all catch the credits montage?
So many spoiler scenes revealed...
What is your take of the storylines and development of love lines to come?","03-08-2017, 10:28 PM",2017-08-03,"10:28 PM",10
"1716",402,"oic. this is my coy line btw. see that semi circle thingy that protruding out at level 2? the PTI will stand there to conduct log pt, rifle pt and all sorts of pt. ","03-08-2017, 10:29 PM",2017-08-03,"10:29 PM",10
"1717",342,"ict and ippt are diff things right? 
rt leh? part of the 40days anot?","03-08-2017, 10:29 PM",2017-08-03,"10:29 PM",10
